Iteration,input_chunk_length,output_chunk_length,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,dropout,batch_size,MAPE
455,30,10,128,4,3,3,1024,0.2,32,138.48864413553682
456,30,10,128,4,3,3,1024,0.2,64,124.2619147216008
457,30,10,128,4,3,4,512,0.1,32,71.54986351243502
458,30,10,128,4,3,4,512,0.1,64,127.76432914070546
459,30,10,128,4,3,4,512,0.2,32,76.78057285786723
460,30,10,128,4,3,4,512,0.2,64,86.72386537083212
461,30,10,128,4,3,4,1024,0.1,32,155.1578336086175
462,30,10,128,4,3,4,1024,0.1,64,150.6064163254836
463,30,10,128,4,3,4,1024,0.2,32,142.76993838641968
464,30,10,128,4,3,4,1024,0.2,64,145.1881525257499
465,30,10,128,4,4,3,512,0.1,32,108.82883123002632
466,30,10,128,4,4,3,512,0.1,64,121.70431966685688
467,30,10,128,4,4,3,512,0.2,32,98.1136069223608
468,30,10,128,4,4,3,512,0.2,64,103.32676561880592
469,30,10,128,4,4,3,1024,0.1,32,158.3825621302793
470,30,10,128,4,4,3,1024,0.1,64,94.35542840845036
471,30,10,128,4,4,3,1024,0.2,32,125.16289052159397
472,30,10,128,4,4,3,1024,0.2,64,93.13532164822806
473,30,10,128,4,4,4,512,0.1,32,141.86410769934182
474,30,10,128,4,4,4,512,0.1,64,173.99705055210586
475,30,10,128,4,4,4,512,0.2,32,143.59048610142804
476,30,10,128,4,4,4,512,0.2,64,179.6614876214558
477,30,10,128,4,4,4,1024,0.1,32,87.61662623999821
478,30,10,128,4,4,4,1024,0.1,64,91.32347204822317
479,30,10,128,4,4,4,1024,0.2,32,102.77165053923528
480,30,10,128,4,4,4,1024,0.2,64,114.34679678704832
481,30,10,128,8,3,3,512,0.1,32,88.23557470083988
482,30,10,128,8,3,3,512,0.1,64,117.33155977673351
483,30,10,128,8,3,3,512,0.2,32,117.57558713248508
484,30,10,128,8,3,3,512,0.2,64,91.40423589704832
485,30,10,128,8,3,3,1024,0.1,32,120.26227463877198
486,30,10,128,8,3,3,1024,0.1,64,131.16255593307034
487,30,10,128,8,3,3,1024,0.2,32,93.09314689427458
488,30,10,128,8,3,3,1024,0.2,64,137.33294935155
489,30,10,128,8,3,4,512,0.1,32,148.99091343822127
490,30,10,128,8,3,4,512,0.1,64,132.93161678714606
491,30,10,128,8,3,4,512,0.2,32,73.73031523837085
492,30,10,128,8,3,4,512,0.2,64,156.93952303632443
493,30,10,128,8,3,4,1024,0.1,32,134.88447679052626
494,30,10,128,8,3,4,1024,0.1,64,144.31508959880227
495,30,10,128,8,3,4,1024,0.2,32,68.02658779258971
496,30,10,128,8,3,4,1024,0.2,64,149.50985768738863
497,30,10,128,8,4,3,512,0.1,32,132.45762408245028
498,30,10,128,8,4,3,512,0.1,64,124.93358900193904
499,30,10,128,8,4,3,512,0.2,32,169.78640152934335
500,30,10,128,8,4,3,512,0.2,64,111.35499676730318
501,30,10,128,8,4,3,1024,0.1,32,116.72358888814853
502,30,10,128,8,4,3,1024,0.1,64,144.1233716523238
503,30,10,128,8,4,3,1024,0.2,32,150.87999325071573
504,30,10,128,8,4,3,1024,0.2,64,152.4461860671534
505,30,10,128,8,4,4,512,0.1,32,128.93448890684644
506,30,10,128,8,4,4,512,0.1,64,127.54220276403612
507,30,10,128,8,4,4,512,0.2,32,150.2394625908291
508,30,10,128,8,4,4,512,0.2,64,101.84469613820583
509,30,10,128,8,4,4,1024,0.1,32,123.70927548092646
510,30,10,128,8,4,4,1024,0.1,64,143.53884751777176
511,30,10,128,8,4,4,1024,0.2,32,155.11844624516166
512,30,10,128,8,4,4,1024,0.2,64,128.69396998467963
513,30,10,256,4,3,3,512,0.1,32,119.73726026159947
514,30,10,256,4,3,3,512,0.1,64,123.502729574313
515,30,10,256,4,3,3,512,0.2,32,128.5168880188953
516,30,10,256,4,3,3,512,0.2,64,106.7728645890467
517,30,10,256,4,3,3,1024,0.1,32,103.34305896632424
518,30,10,256,4,3,3,1024,0.1,64,74.46889064390896
519,30,10,256,4,3,3,1024,0.2,32,84.72087212417813
520,30,10,256,4,3,3,1024,0.2,64,138.09275245639796
521,30,10,256,4,3,4,512,0.1,32,129.02298735365045
522,30,10,256,4,3,4,512,0.1,64,104.53010880014996
523,30,10,256,4,3,4,512,0.2,32,127.13792419175704
524,30,10,256,4,3,4,512,0.2,64,111.15436861864502
525,30,10,256,4,3,4,1024,0.1,32,97.19637597819197
526,30,10,256,4,3,4,1024,0.1,64,150.71411227647948
527,30,10,256,4,3,4,1024,0.2,32,143.7799880975974
528,30,10,256,4,3,4,1024,0.2,64,98.37687572578147
529,30,10,256,4,4,3,512,0.1,32,128.60673440067944
530,30,10,256,4,4,3,512,0.1,64,166.39526331102851
531,30,10,256,4,4,3,512,0.2,32,113.19634609543738
532,30,10,256,4,4,3,512,0.2,64,85.34209412740229
533,30,10,256,4,4,3,1024,0.1,32,125.08652954521096
534,30,10,256,4,4,3,1024,0.1,64,111.8153372953779
535,30,10,256,4,4,3,1024,0.2,32,138.03218554436555
536,30,10,256,4,4,3,1024,0.2,64,93.4041305147075
537,30,10,256,4,4,4,512,0.1,32,127.56380055187174
538,30,10,256,4,4,4,512,0.1,64,69.11591795090314
539,30,10,256,4,4,4,512,0.2,32,145.18680858241416
540,30,10,256,4,4,4,512,0.2,64,102.04129734795964
541,30,10,256,4,4,4,1024,0.1,32,117.04155558215308
542,30,10,256,4,4,4,1024,0.1,64,127.13224588045466
543,30,10,256,4,4,4,1024,0.2,32,122.91691384331564
544,30,10,256,4,4,4,1024,0.2,64,124.97793678777865
545,30,10,256,8,3,3,512,0.1,32,177.47949038674162
546,30,10,256,8,3,3,512,0.1,64,108.05144502485712
547,30,10,256,8,3,3,512,0.2,32,98.44341812903927
548,30,10,256,8,3,3,512,0.2,64,167.13528909141544
549,30,10,256,8,3,3,1024,0.1,32,96.73060680952308
550,30,10,256,8,3,3,1024,0.1,64,150.18589008899116
551,30,10,256,8,3,3,1024,0.2,32,102.56464602720696
552,30,10,256,8,3,3,1024,0.2,64,76.46659668594485
553,30,10,256,8,3,4,512,0.1,32,132.7794787416117
554,30,10,256,8,3,4,512,0.1,64,73.71575053818448
555,30,10,256,8,3,4,512,0.2,32,92.569145496415
556,30,10,256,8,3,4,512,0.2,64,78.61621933289247
557,30,10,256,8,3,4,1024,0.1,32,142.75990203106127
558,30,10,256,8,3,4,1024,0.1,64,130.22478428847523
559,30,10,256,8,3,4,1024,0.2,32,130.17615628065218
560,30,10,256,8,3,4,1024,0.2,64,97.82260258312064
561,30,10,256,8,4,3,512,0.1,32,149.57541251891004
562,30,10,256,8,4,3,512,0.1,64,165.40577848558056
563,30,10,256,8,4,3,512,0.2,32,105.00886800362184
564,30,10,256,8,4,3,512,0.2,64,101.01617192359912
565,30,10,256,8,4,3,1024,0.1,32,108.41278494577512
566,30,10,256,8,4,3,1024,0.1,64,120.65766455115543
567,30,10,256,8,4,3,1024,0.2,32,107.06800871466916
568,30,10,256,8,4,3,1024,0.2,64,120.5830073397995
569,30,10,256,8,4,4,512,0.1,32,137.3350811765429
570,30,10,256,8,4,4,512,0.1,64,152.73769129312498
571,30,10,256,8,4,4,512,0.2,32,148.5842190954611
572,30,10,256,8,4,4,512,0.2,64,128.3832892041773
573,30,10,256,8,4,4,1024,0.1,32,135.27066143904233
574,30,10,256,8,4,4,1024,0.1,64,147.0463040775863
575,30,10,256,8,4,4,1024,0.2,32,123.1364552440747
576,30,10,256,8,4,4,1024,0.2,64,112.15082516190957
